id,publish_time,title,article_url,ticker,publisher,description,keywords
,2023-02-21 18:28:00,Market Rally Faces Key Test As Yields Soar; What To Do Now,https://www.investors.com/market-trend/stock-market-today/dow-jones-tumbles-sp-nears-key-support-nvidia-earnings/,MSFT,Investors Business Daily,"Dow Jones Tumbles Nearly 700 Points, S&P 500 Nears Key Support ... Investor's Business Daily ...","Technology,Finance,Economy - Monetary,Retail & Wholesale,Financial Markets,Manufacturing,Earnings,Real Estate & Construction"
,2023-02-21 17:42:11,4-Day Workweeks: Here's Why Some Companies Hope Permanent Long Weekends Will Boost Bottom Lines,https://www.forbes.com/sites/emilywashburn/2023/02/21/4-day-workweeks-heres-why-some-companies-hope-permanent-long-weekends-will-boost-bottom-lines/,MSFT,Forbes,Dozens of U.K. companies tested out 32-hour workweeks for a six-month trial-and many of them have chosen to stick with the more flexible schedules indefinitely.,Technology
,2023-02-21 16:54:00,Microsoft Softens Limits on Bing After User Requests,https://www.wsj.com/articles/microsoft-softens-limits-on-bing-after-user-requests-1e2acb1b,MSFT,Wall Street Journal,"The initial caps unveiled last week came after testers discovered the search engine, which uses the technology behind the chatbot ChatGPT, sometimes generated glaring mistakes and disturbing responses.",Technology
,2023-02-21 16:51:25,Business Highlights: Stocks tumble; Mormon church fined,https://apnews.com/article/business-highlights-99c4ce8409705416757759c02491e661,MSFT,Associated Press,Business Highlights: Stocks tumble. Mormon church fined The Associated Press - en ...,"Economy - Monetary,Retail & Wholesale,Financial Markets,Manufacturing,Earnings,Technology"
,2023-02-21 16:32:00,"Top Stock Picks for Week of February 20, 2023",https://www.zacks.com/stock/news/2057075/top-stock-picks-for-week-of-february-20-2023,MSFT,Zacks Commentary,A Strong Technology Stock and a Company With Impressive Estimate Revisions.,"Technology,Finance,Financial Markets"
,2023-02-21 16:29:42,"Bernie Sanders Actually Agrees With Bill Gates: The Government Should Tax The Robots Coming For American Jobs - Amazon.com  ( NASDAQ:AMZN ) , McDonald's  ( NYSE:MCD ) ",https://www.benzinga.com/government/23/02/30995239/bernie-sanders-actually-agrees-with-bill-gates-the-government-should-tax-the-robots-coming-for-ameri,MSFT,Benzinga,"Although Sen. Bernie Sanders ( I-VT ) and billionaire Bill Gates don't ""regularly agree"" with one another, they both believe the government should tax the robots that are inevitably coming for American jobs.","Technology,Retail & Wholesale,Manufacturing"
,2023-02-21 16:00:49,Data centre capacity to jump sixfold in 6 years: Icra | The Financial Express,https://www.financialexpress.com/industry/data-centre-capacity-to-jump-sixfold-in-6-years-icra/2988511/,MSFT,The Financial Express,Data centre capacity to jump sixfold in 6 years: Icra The Financial Express ...,"Technology,Finance,Financial Markets"
,2023-02-21 16:00:00,Cloud Stock Ascends To Top Of Buy Zone As Earnings Accelerate,https://www.investors.com/research/breakout-stocks-technical-analysis/box-stock-ascends-on-eps-growth-collaborations-with-apple-google-microsoft-salesforce/,MSFT,Investors Business Daily,"As the market indexes come under pressure, cloud computing leader Box ( BOX ) ascends toward the top of its buy zone.","Life Sciences,Technology,Finance,Economy - Monetary,Financial Markets,Manufacturing,Earnings"
,2023-02-21 15:38:00,Bernie Sanders supports companies moving to a 4-day work week. These companies did just that - here's what happened.,https://www.marketwatch.com/amp/story/these-61-companies-moved-to-a-4-day-work-week-heres-what-happened-to-revenue-and-employees-relationship-to-their-job-2fe42224,MSFT,Barrons,These 61 companies tried out a 4-day workweek - and most are sticking with it ...,"Earnings,Retail & Wholesale,Technology"
,2023-02-21 15:37:31,NVIDIA and Microsoft Reported Expansive New Gaming Deal | Financial Buzz,https://www.financialbuzz.com/nvidia-and-microsoft-reported-expansive-new-gaming-deal/,MSFT,FinancialBuzz,Microsoft Corporation ( NASDAQ: MSFT ) and NVIDIA Corporation ( NASDAQ: NVDA ) have announced a 10-tear partnership to bring Xbox PC games to the NVIDIA GeForce NOW cloud gaming service. The cloud gaming service has over 25 million members in over 100 countries.,"Technology,Manufacturing"
,2023-02-21 15:28:38,Microsoft makes case for Activision merger amid EU scrutiny,https://apnews.com/article/technology-microsoft-corp-european-union-europe-business-9fb6512145324350ffe56c98968b0af8,MSFT,Associated Press,"Microsoft President Brad Smith addresses a media conference regarding Microsoft's acquisition of Activision Blizzard and the future of gaming in Brussels, Tuesday, Feb. 21, 2023. ( AP Photo/Virginia Mayo )","Technology,Manufacturing"
