id,publish_time,title,article_url,ticker,publisher,description,keywords
,2023-03-01 13:36:17,This Is What Whales Are Betting On Oracle - Oracle  ( NYSE:ORCL ) ,https://www.benzinga.com/markets/options/23/03/31132316/this-is-what-whales-are-betting-on-oracle,ORCL,Benzinga,"A whale with a lot of money to spend has taken a noticeably bearish stance on Oracle. Looking at options history for Oracle ORCL we detected 11 strange trades. If we consider the specifics of each trade, it is accurate to state that 27% of the investors opened trades with bullish expectations ...","Earnings,Technology,Financial Markets"
,2023-03-01 12:12:00,Oracle  ( ORCL )  to Enhance KDDI's Payment and Loyalty Program,https://www.zacks.com/stock/news/2060589/oracle-orcl-to-enhance-kddis-payment-and-loyalty-program,ORCL,Zacks Commentary,Oracle (ORCL) partners with KDDI to speed up processing of its online payment and customer loyalty program.,"Earnings,Technology"
,2023-03-01 08:48:00,ORCL: 1 Software Stock You Can Confidently Buy Now and Hold Forever,https://stocknews.com/news/orcl-egan-prgs-ibex-1-software-stock-you-can-confidently-buy-now-and-hold/,ORCL,Stocknews.com,ORCL: 1 Software Stock You Can Confidently Buy Now and Hold ... ...,"Earnings,Technology,Financial Markets"
,2023-03-01 07:56:02,Omnichannel Retail Commerce Platform Market To Hit USD 14.3 Billion at a 19.20% CAGR by 2030 - Report by Market Research Future  ( MRFR ) ,https://www.benzinga.com/pressreleases/23/03/g31120666/omnichannel-retail-commerce-platform-market-to-hit-usd-14-3-billion-at-a-19-20-cagr-by-2030-report,ORCL,Benzinga,"New York, US, March 01, 2023 ( GLOBE NEWSWIRE ) -- ORCP Market Analysis","Economy - Fiscal,Retail & Wholesale,Financial Markets,Earnings,Technology"
,2023-03-01 02:00:00,AT&T Mexico Transforms its Technology Strategy with Oracle Cloud Infrastructure - Oracle  ( NYSE:ORCL ) ,https://www.benzinga.com/pressreleases/23/03/n31113359/at-t-mexico-transforms-its-technology-strategy-with-oracle-cloud-infrastructure,ORCL,Benzinga,Relationship brings connectivity and communication services to over 21 million users nationwide,Technology
,2023-03-01 02:00:00,AT&T Mexico Transforms its Technology Strategy with Oracle Cloud Infrastructure,https://www.prnewswire.com/news-releases/att-mexico-transforms-its-technology-strategy-with-oracle-cloud-infrastructure-301758906.html,ORCL,PR Newswire,AT&T Mexico Transforms its Technology Strategy with Oracle Cloud ... PR ...,Technology
,2023-02-28 10:55:12,ABBV: 3 Large-Cap Stocks Ready for a Bull Run,https://stocknews.com/news/abbv-ko-orcl-mfg-3-large-cap-stocks-ready-for-a-bull-run/,ORCL,Stocknews.com,"As inflation is still far from the Fed's target, interest rates are expected to remain elevated this year. The interest rate hikes are expected to keep the stock market under pressure.","Life Sciences,Technology,Finance,Economy - Monetary,Financial Markets,Manufacturing,Earnings"
,2023-02-28 08:04:33,Platform as a Service  ( PaaS )  Market Projected to Hit USD 213.68 Billion at a 18.63% CAGR by 2030 - Report by Market Research Future  ( MRFR ) ,https://www.benzinga.com/pressreleases/23/02/g31089125/platform-as-a-service-paas-market-projected-to-hit-usd-213-68-billion-at-a-18-63-cagr-by-2030-repo,ORCL,Benzinga,"New York, US, Feb. 28, 2023 ( GLOBE NEWSWIRE ) -- According to a comprehensive research report by Market Research Future ( MRFR ) Platform as a Service Market By Deployment, Type, End User Forecast Till 2030 Rapid Application Development Activities Drive the PaaS Market The platform as a service ...","Earnings,Technology,Financial Markets"
,2023-02-28 07:00:00,Digital Realty Announces Access to Oracle Cloud Via FastConnect,https://www.prnewswire.com/news-releases/digital-realty-announces-access-to-oracle-cloud-via-fastconnect-301757625.html,ORCL,PR Newswire,"Access to the new Oracle Cloud Chicago Region will enable customers to manage their data more efficiently on a consistent, secure network with lower latency and increased reliability","Technology,Financial Markets"
,2023-02-28 05:15:06,Core Banking Software Market Exhibits 18.3% CAGR to Surpass USD 40.67 Billion by 2029 | Report by Fortune Business Insights,https://www.benzinga.com/pressreleases/23/02/g31084104/core-banking-software-market-exhibits-18-3-cagr-to-surpass-usd-40-67-billion-by-2029-report-by-for,ORCL,Benzinga,"Pune,India, Feb. 28, 2023 ( GLOBE NEWSWIRE ) -- The Core Banking Software Market Size was USD 10.80 billion in 2021 and is expected to rise from USD 12.51 billion in 2022 to USD 40.67 billion by 2029 at a CAGR of 18.3% during the projected period.","Earnings,Technology"
,2023-02-28 02:30:00,"Enterprise data management market for the BFSI sector in the US to grow at a CAGR of 12% from 2022 to 2027, Driven by growing demand for data integration and visual analytics - Technavio",https://www.prnewswire.com/news-releases/enterprise-data-management-market-for-the-bfsi-sector-in-the-us-to-grow-at-a-cagr-of-12-from-2022-to-2027--driven-by--growing-demand-for-data-integration-and-visual-analytics----technavio-301756621.html,ORCL,PR Newswire,Enterprise data management market for the BFSI sector in the US to ... PR ...,"Economy - Monetary,Manufacturing,Earnings,Technology"
,2023-02-27 17:45:09,Oracle  ( ORCL )  Stock Sinks As Market Gains: What You Should Know,https://www.zacks.com/stock/news/2059493/oracle-orcl-stock-sinks-as-market-gains-what-you-should-know,ORCL,Zacks Commentary,"Oracle (ORCL) closed the most recent trading day at $87.96, moving -0.79% from the previous trading session.","Earnings,Technology,Financial Markets"
,2023-02-27 12:52:21,WMT: 2 Iconic Stocks That Could Be Big Winners in 2023,https://stocknews.com/news/wmt-orcl-crm-mfg-2-iconic-stocks-that-could-be-big-winners-in-2023/,ORCL,Stocknews.com,WMT: 2 Iconic Stocks That Could Be Big Winners in ...,"Economy - Monetary,Retail & Wholesale,Financial Markets,Earnings,Technology,Finance"
,2023-02-27 07:33:24," ( $20.47 Billion ) , eClinical Solutions Market Growth Forecasts at 13.6% CAGR, Globally, by 2028 - Comprehensive Report by The Insight Partners",https://www.benzinga.com/pressreleases/23/02/g31066754/20-47-billion-eclinical-solutions-market-growth-forecasts-at-13-6-cagr-globally-by-2028-comprehens,ORCL,Benzinga,"New York, Feb. 27, 2023 ( GLOBE NEWSWIRE ) -- According to The Insight Partners, ""eClinical Solutions Market Size, Share, Growth, Trends and Global Forecast to 2028 - COVID-19 Impact and Global Analysis by Offerings {Software Solutions [Randomization & Trial Supply Management ( RTSM ) , Clinical ...","Technology,Financial Markets"
,2023-02-27 05:45:00,Business Analytics Market Projected to Hit USD 78.12 Billion at an 8.50% CAGR by 2030 - Report by Market Research Future  ( MRFR ) ,https://www.benzinga.com/pressreleases/23/02/g31064809/business-analytics-market-projected-to-hit-usd-78-12-billion-at-an-8-50-cagr-by-2030-report-by-mar,ORCL,Benzinga,"New York, US, Feb. 27, 2023 ( GLOBE NEWSWIRE ) -- According to a comprehensive research report by Market Research Future ( MRFR ) , "" Business Analytics Market By System, By System By End-User Forecast till 2030"", the market is predicted to thrive substantially during the assessment era from ...",Technology
