news_id,source_ticker,time,ticker,relevance_score,ticker_sentiment_score,ticker_sentiment_label
,INTC,2023-03-05 05:15:00,HMSVF,0.046273,0.203335,Somewhat-Bullish
,INTC,2023-03-05 05:15:00,BIPC,0.398499,0.434648,Bullish
,INTC,2023-03-05 05:15:00,INTC,0.046273,0.203335,Somewhat-Bullish
,INTC,2023-03-05 05:15:00,KMI,0.315397,0.336711,Somewhat-Bullish
,INTC,2023-03-05 05:15:00,CAT,0.315397,0.293332,Somewhat-Bullish
,INTC,2023-03-04 07:12:00,GIS,0.266828,0.130157,Neutral
,INTC,2023-03-04 07:12:00,TXN,0.04531,0.038921,Neutral
,INTC,2023-03-04 07:12:00,INTC,0.179788,0.100821,Neutral
,INTC,2023-03-04 07:12:00,BGS,0.223659,-0.014266,Neutral
,INTC,2023-03-03 19:45:00,GOOG,0.024496,0.018644,Neutral
,INTC,2023-03-03 19:45:00,META,0.048969,-0.021992,Neutral
,INTC,2023-03-03 19:45:00,NVDA,0.048969,0.146681,Neutral
,INTC,2023-03-03 19:45:00,AAPL,0.048969,-0.009998,Neutral
,INTC,2023-03-03 19:45:00,SNOW,0.073396,-0.007185,Neutral
,INTC,2023-03-03 19:45:00,MU,0.048969,-0.084028,Neutral
,INTC,2023-03-03 19:45:00,WDAY,0.048969,0.054014,Neutral
,INTC,2023-03-03 19:45:00,DUOL,0.048969,0.160999,Somewhat-Bullish
,INTC,2023-03-03 19:45:00,MSFT,0.122021,0.020464,Neutral
,INTC,2023-03-03 19:45:00,PSTG,0.073396,-0.007185,Neutral
,INTC,2023-03-03 19:45:00,ZM,0.073396,0.207111,Somewhat-Bullish
,INTC,2023-03-03 19:45:00,INTC,0.048969,-0.084028,Neutral
,INTC,2023-03-03 19:45:00,ATVI,0.048969,0.073999,Neutral
,INTC,2023-03-03 19:45:00,IRBT,0.048969,0.073999,Neutral
,INTC,2023-03-03 19:45:00,SPLK,0.048969,-0.07764,Neutral
,INTC,2023-03-03 19:45:00,AMZN,0.048969,-0.066012,Neutral
,INTC,2023-03-03 17:45:21,INTC,0.668563,0.281917,Somewhat-Bullish
,INTC,2023-03-03 13:48:00,INTC,0.963653,-0.232998,Somewhat-Bearish
,INTC,2023-03-03 11:05:52,NVDA,0.036869,0.158096,Somewhat-Bullish
,INTC,2023-03-03 11:05:52,COST,0.036869,0.103002,Neutral
,INTC,2023-03-03 11:05:52,AVGO,0.073659,0.207486,Somewhat-Bullish
,INTC,2023-03-03 11:05:52,TSLA,0.055279,0.033024,Neutral
,INTC,2023-03-03 11:05:52,CPB,0.036869,0.0,Neutral
,INTC,2023-03-03 11:05:52,INTC,0.036869,0.158096,Somewhat-Bullish
,INTC,2023-03-03 11:05:52,KR,0.036869,0.158096,Somewhat-Bullish
,INTC,2023-03-03 11:05:52,AMD,0.036869,0.158096,Somewhat-Bullish
,INTC,2023-03-03 11:05:52,SCHW,0.018439,-0.022603,Neutral
,INTC,2023-03-03 11:05:52,DKS,0.036869,0.0,Neutral
,INTC,2023-03-03 09:32:00,MSFT,0.063763,0.267629,Somewhat-Bullish
,INTC,2023-03-03 09:32:00,INTC,0.063763,0.267629,Somewhat-Bullish
,INTC,2023-03-03 09:31:00,BABA,0.102013,0.0,Neutral
,INTC,2023-03-03 09:31:00,META,0.102013,0.0,Neutral
,INTC,2023-03-03 09:31:00,NVDA,0.102013,0.0,Neutral
,INTC,2023-03-03 09:31:00,TDOC,0.102013,0.0,Neutral
,INTC,2023-03-03 09:31:00,F,0.102013,0.0,Neutral
,INTC,2023-03-03 09:31:00,BRK-A,0.102013,0.0,Neutral
,INTC,2023-03-03 09:31:00,NOK,0.102013,0.0,Neutral
,INTC,2023-03-03 09:31:00,ACN,0.102013,0.0,Neutral
,INTC,2023-03-03 09:31:00,GS,0.102013,0.0,Neutral
,INTC,2023-03-03 09:31:00,SNAP,0.102013,0.0,Neutral
,INTC,2023-03-03 09:31:00,TSCO,0.102013,0.0,Neutral
,INTC,2023-03-03 09:31:00,PFE,0.102013,0.0,Neutral
,INTC,2023-03-03 09:31:00,ASML,0.102013,0.0,Neutral
,INTC,2023-03-03 09:31:00,ZI,0.102013,0.0,Neutral
,INTC,2023-03-03 09:31:00,PENN,0.102013,0.0,Neutral
,INTC,2023-03-03 09:31:00,VICI,0.102013,0.0,Neutral
,INTC,2023-03-03 09:31:00,VFC,0.102013,0.0,Neutral
,INTC,2023-03-03 09:31:00,TSLA,0.102013,0.0,Neutral
,INTC,2023-03-03 09:31:00,INTC,0.102013,0.0,Neutral
,INTC,2023-03-03 09:31:00,GILD,0.102013,0.0,Neutral
,INTC,2023-03-03 09:31:00,PANW,0.102013,0.0,Neutral
,INTC,2023-03-03 09:31:00,PLTR,0.102013,0.0,Neutral
,INTC,2023-03-03 08:08:00,TGT,0.074345,0.153549,Somewhat-Bullish
,INTC,2023-03-03 08:08:00,GOOG,0.037213,-0.251394,Somewhat-Bearish
,INTC,2023-03-03 08:08:00,AAPL,0.074345,-0.260295,Somewhat-Bearish
,INTC,2023-03-03 08:08:00,COP,0.037213,0.147043,Neutral
,INTC,2023-03-03 08:08:00,AWON,0.037213,-0.239391,Somewhat-Bearish
,INTC,2023-03-03 08:08:00,COIN,0.037213,-0.228403,Somewhat-Bearish
,INTC,2023-03-03 08:08:00,SI-P-A,0.037213,-0.014873,Neutral
,INTC,2023-03-03 08:08:00,TSLA,0.074345,0.153549,Somewhat-Bullish
,INTC,2023-03-03 08:08:00,BRPHF,0.037213,-0.228403,Somewhat-Bearish
,INTC,2023-03-03 08:08:00,INTC,0.074345,-0.260295,Somewhat-Bearish
,INTC,2023-03-03 08:08:00,WBD,0.037213,0.048649,Neutral
,INTC,2023-03-03 08:08:00,SPGI,0.074345,0.047355,Neutral
,INTC,2023-03-03 08:08:00,HD,0.074345,0.063009,Neutral
,INTC,2023-03-03 08:08:00,WMT,0.111315,0.117814,Neutral
,INTC,2023-03-03 08:08:00,TGT,0.074345,0.153549,Somewhat-Bullish
,INTC,2023-03-03 08:08:00,GOOG,0.037213,-0.251394,Somewhat-Bearish
,INTC,2023-03-03 08:08:00,AAPL,0.074345,-0.260295,Somewhat-Bearish
,INTC,2023-03-03 08:08:00,COP,0.037213,0.147043,Neutral
,INTC,2023-03-03 08:08:00,AWON,0.037213,-0.239391,Somewhat-Bearish
,INTC,2023-03-03 08:08:00,COIN,0.037213,-0.228403,Somewhat-Bearish
,INTC,2023-03-03 08:08:00,SI-P-A,0.037213,-0.014873,Neutral
,INTC,2023-03-03 08:08:00,TSLA,0.074345,0.153549,Somewhat-Bullish
,INTC,2023-03-03 08:08:00,BRPHF,0.037213,-0.228403,Somewhat-Bearish
,INTC,2023-03-03 08:08:00,INTC,0.074345,-0.260295,Somewhat-Bearish
,INTC,2023-03-03 08:08:00,WBD,0.037213,0.048649,Neutral
,INTC,2023-03-03 08:08:00,SPGI,0.074345,0.047355,Neutral
,INTC,2023-03-03 08:08:00,HD,0.074345,0.063009,Neutral
,INTC,2023-03-03 08:08:00,WMT,0.111315,0.117814,Neutral
,INTC,2023-03-03 08:08:00,TGT,0.074115,0.153504,Somewhat-Bullish
,INTC,2023-03-03 08:08:00,GOOG,0.037098,-0.251326,Somewhat-Bearish
,INTC,2023-03-03 08:08:00,AAPL,0.074115,-0.260214,Somewhat-Bearish
,INTC,2023-03-03 08:08:00,COP,0.037098,0.146989,Neutral
,INTC,2023-03-03 08:08:00,AWON,0.037098,-0.239324,Somewhat-Bearish
,INTC,2023-03-03 08:08:00,COIN,0.037098,-0.228336,Somewhat-Bearish
,INTC,2023-03-03 08:08:00,SI-P-A,0.037098,-0.014869,Neutral
,INTC,2023-03-03 08:08:00,TSLA,0.074115,0.153504,Somewhat-Bullish
,INTC,2023-03-03 08:08:00,BRPHF,0.037098,-0.228336,Somewhat-Bearish
,INTC,2023-03-03 08:08:00,INTC,0.074115,-0.260214,Somewhat-Bearish
,INTC,2023-03-03 08:08:00,WBD,0.037098,0.048626,Neutral
,INTC,2023-03-03 08:08:00,SPGI,0.074115,0.047343,Neutral
,INTC,2023-03-03 08:08:00,HD,0.074115,0.062986,Neutral
,INTC,2023-03-03 08:08:00,WMT,0.110973,0.117678,Neutral
,INTC,2023-03-03 07:15:00,INTC,0.904419,0.82026,Bullish
,INTC,2023-03-03 07:14:24,COST,0.114137,0.0,Neutral
,INTC,2023-03-03 07:14:24,EXEL,0.114137,-0.459176,Bearish
,INTC,2023-03-03 07:14:24,IVZ,0.057215,0.293032,Somewhat-Bullish
,INTC,2023-03-03 07:14:24,CHPT,0.114137,0.0,Neutral
,INTC,2023-03-03 07:14:24,INTC,0.114137,0.150971,Somewhat-Bullish
,INTC,2023-03-03 07:14:24,MRVL,0.114137,0.0,Neutral
,INTC,2023-03-03 05:15:21,MSFT,0.338582,0.436999,Bullish
,INTC,2023-03-03 05:15:21,TSLA,0.338582,0.647973,Bullish
,INTC,2023-03-03 05:15:21,M,0.173333,0.433074,Bullish
,INTC,2023-03-03 05:15:21,INTC,0.338582,0.436999,Bullish
,INTC,2023-03-03 00:00:36,BABA,0.37552,0.221236,Somewhat-Bullish
,INTC,2023-03-03 00:00:36,NTES,0.055751,-0.094876,Neutral
,INTC,2023-03-03 00:00:36,DAO,0.055751,0.108881,Neutral
,INTC,2023-03-03 00:00:36,INTC,0.055751,0.0,Neutral
,INTC,2023-03-03 00:00:36,NHPEF,0.055751,0.058885,Neutral
,INTC,2023-03-03 00:00:36,WLDS,0.11123,0.175348,Somewhat-Bullish
,INTC,2023-03-03 00:00:36,TCTZF,0.055751,0.090876,Neutral
