id,publish_time,title,article_url,ticker,publisher,description,keywords
,2023-02-17 18:54:51,Microsoft limits Bing A.I. chats after the chatbot had some unsettling conversations,https://www.cnbc.com/2023/02/17/microsoft-limits-bing-ai-chats-after-the-chatbot-had-some-unsettling-conversations.html,MSFT,CNBC,"The move will limit some scenarios where long chat sessions can ""confuse"" the chat model, the company said in a blog post.",Technology
,2023-02-17 16:46:44,"The classic first mover advantage comes with risks for Microsoft, Ford, Tesla",https://www.axios.com/2023/02/17/chatgpt-ford-tesla-first-mover-advantage,MSFT,Axios,Microsoft Bing ChatGPT plays first mover advantage card: But it ... ...,"Technology,Manufacturing"
,2023-02-17 16:15:16,"Warren Buffett Slashes Taiwan Semiconductor, Adds To Louisiana-Pacific",https://www.forbes.com/sites/gurufocus/2023/02/17/warren-buffett-slashes-taiwan-semiconductor-adds-to-louisiana-pacific/,MSFT,Forbes,Berkshire also bought more shares of Apple and Paramount Global in the 4th quarter ...,"Energy & Transportation,Technology,Finance,Retail & Wholesale,Financial Markets,Manufacturing,Earnings"
,2023-02-17 15:48:00,Interview With David Rolfe of Wedgewood Partners,https://www.fool.com/investing/2023/02/17/interview-with-david-rolfe-of-wedgewood-partners/,MSFT,Motley Fool,Motley Fool analyst John Rotonti recently seized the opportunity to interview David Rolfe.,"Life Sciences,Energy & Transportation,Technology,Finance,Economy - Monetary,Financial Markets,Manufacturing,Earnings,Mergers & Acquisitions"
,2023-02-17 15:42:59,This Week In AI: Too Much Like Us?,https://www.forbes.com/sites/charliefink/2023/02/17/this-week-in-ai-too-much-like-us/,MSFT,Forbes,Can consequences stop progress?,Technology
,2023-02-17 15:27:17,A man who rates Google search results said he makes $3 less per hour than his daughter working in fast food,https://www.businessinsider.com/google-search-result-rater-makes-less-than-fast-food-employee-2023-2,MSFT,Business Insider,Google Search Result Rater Says He Makes Less Than Daughter in ... - Business Insider ...,Technology
,2023-02-17 14:52:05,"This Quiet Tech Company Is Ahead Of Microsoft, Amazon, Bernstein Says: Is It A Buy? - MongoDB  ( NASDAQ:MDB ) ",https://www.benzinga.com/analyst-ratings/analyst-color/23/02/30962622/this-quiet-tech-company-is-ahead-of-microsoft-amazon-bernstein-says-is-it-a-buy,MSFT,Benzinga,"Database vendor Mongodb Inc MDB has caught the attention of analysts at Bernstein who initiated coverage on the company this week. Known for its flexible and intuitive approach to data organization, MongoDB is set to report its financial results for the fourth quarter and full year on March 8 ...","Earnings,Technology,Financial Markets"
,2023-02-17 14:34:00,Microsoft vs. Alphabet: Which Deserves More Attention?,https://www.zacks.com/stock/news/2056089/microsoft-vs-alphabet-which-deserves-more-attention,MSFT,Zacks Commentary,"With these two tech heavyweights going head-to-head in an artificial intelligence race, investors may wonder which stock looks like a better option.","Earnings,Technology,Financial Markets"
,2023-02-17 12:00:00,Research Report on Global Automotive Finance Market Size & Share to Surpass $452 Billion by 2030: Growth in vehicle sales to propel market demand by Zion Market Research,https://www.prnewswire.com/news-releases/research-report-on-global-automotive-finance-market-size--share-to-surpass-452-billion-by-2030-growth-in-vehicle-sales-to-propel-market-demand-by-zion-market-research-301749822.html,MSFT,PR Newswire,Research Report on Global Automotive Finance Market Size ... PR ...,"Economy - Monetary,Economy - Fiscal,Financial Markets,Earnings,Technology"
,2023-02-17 11:39:54,DocuSign Layoffs Sees Company Slashing 10 Percent More Of Workforce,https://www.forbes.com/sites/qai/2023/02/17/docusign-layoffs-sees-company-slashing-10-percent-more-of-workforce/,MSFT,Forbes,"Digital signatures company DocuSign has announced it's cutting a further 10% of its staff, adding to the 9% layoffs round from September last year.","Economy - Monetary,Financial Markets,Technology,Finance"
,2023-02-17 11:26:00,Here's how some risky bets could destabilize the stock market,https://www.marketwatch.com/story/heres-how-some-risky-bets-could-destabilize-the-stock-market-6e7a9884,MSFT,MarketWatch,"Also: The SEC takes on crypto, retirement planning ideas, dividend stocks and how useful ChatGPT might be for investors.","Energy & Transportation,Technology,Finance,Blockchain,Economy - Monetary,Financial Markets,Manufacturing,Earnings"
,2023-02-17 11:14:54,Samsung Eyes ChatGPT-Like Capabilities For Smartphones: Report - Samsung Electronics Co  ( OTC:SSNLF ) ,https://www.benzinga.com/news/23/02/30960023/samsung-eyes-chatgpt-like-capabilities-for-smartphones-report,MSFT,Benzinga,"Samsung Electronics Co, Ltd SSNLF developed customized next-generation memory chips for large-size AI applications, like ChatGPT, that gained wide attention, Digitimes reports.","Technology,Retail & Wholesale"
