id,publish_time,title,article_url,ticker,publisher,description,keywords
18e73b79-14c8-4cb3-971b-d1415573a5fb,2022-01-02 08:00:00,Bet on These 5 ETF Areas for 2022,https://www.entrepreneur.com/article/411088,MSFT,entrepreneur.com,Here we highlight a few ETF areas for investors looking to park their money in 2022.,"Stocks, Finance"
d2867658-88ad-45e7-89e1-17b8ce80886d,2022-01-02 17:19:00,"Top 10 Most Searched Tickers On Benzinga Pro In 2021: Tesla, Apple, AMC, GameStop And More",https://markets.businessinsider.com/news/stocks/top-10-most-searched-tickers-on-benzinga-pro-in-2021-tesla-apple-amc-gamestop-and-more-1031073243,AAPL,markets.businessinsider.com,"Many of Benzinga’s most read stories in 2021 centered on the world of cryptocurrency, with Dogecoin (CRYPTO: DOGE) receiving huge interest f...",
6d7dd74b-fef8-4f3a-82fb-2c8280910f25,2022-01-02 17:29:32,10 Predictions for 2022,https://theirrelevantinvestor.com/2022/01/02/10-predictions-for-2022/,AAPL,theirrelevantinvestor.com,"Predictions are dumb, but they're also fun.",
7c0bbb42-b407-4adb-858a-2846a3143f49,2022-01-03 17:53:07,"Apple becomes first company to hit $3 trillion market value, then slips",https://financialpost.com/pmn/business-pmn/apple-becomes-first-company-to-hit-3-trillion-market-value-then-slips-2,AAPL.NE,financialpost.com,"Apple Inc on Monday became the first company to hit a $3 trillion stock market value, before ending the day a hair below that milestone, as investors bet the…",
482123a8-b1d7-4776-a682-1a167e84ffe7,2022-01-03 17:55:36,"Apple becomes first company to hit $3 trillion market value, then slips",https://www.marketscreener.com/quote/stock/APPLE-INC-4849/news/Apple-becomes-first-company-to-hit-3-trillion-market-value-then-slips-37454863/,GOGLD.BA,marketscreener.com,"Apple Inc on Monday became the first company to hit a $3 trillion stock market value, before ending the day a hair below that milestone, as investors bet the iPhone maker will keep launching... | January  3,  2022","APPLE INC. stock exchange, news, information, press release, apple, inc, on, monday, became, the, first, company, to, hit, trillion, stock, market, before, ending, day, hair, below, that, as, investors, bet, iphone, maker, will, keep | AAPL | US0378331005"
9dacc09a-c0ef-4ef1-aa24-ef828ea43b69,2022-01-03 18:07:41,Bilionário das criptomoedas diz que mercado atingirá dezenas de trilhões de dólares – Forbes Brasil,https://www.resumocast.com.br/bilionario-das-criptomoedas-diz-que-mercado-atingira-dezenas-de-trilhoes-de-dolares-forbes-brasil/,MSFT,resumocast.com.br,"Reprodução/ForbesJihan Wu é cofundador da Bitmain, uma das maiores fornecedoras mundiais de plataformas de mineração de criptomoedas As criptomoedas",
a4aad7b2-b3d1-4f3c-9f5c-24009c6d38bd,2022-01-04 17:38:05,"Silverleafe Capital Partners, LLC Buys Amazon.com Inc, Vanguard Total Bond Market ETF, Pacer Lunt Large Cap Alternator ETF, Sells Quadratic Interest Rate Volatility And Inflation H, BTC iShares MSCI E",https://www.gurufocus.com/news/1608790/read,SMH,gurufocus.com,GuruFocus Article or News written by insider and the topic is about:,"GuruFocus, Article, News, insider, AMZN, SMH, MSFT, FAS, SOXL, FHLC, BND, ALTL, FIDU, CIBR, UWM, UCYB, IVOL, EZU, CRUZ, EURL, AXL, GTBP, "
77998dd4-ebec-49a4-9966-c98b36d51c17,2022-01-04 17:41:00,"Dow Jones śrubuje rekord, S&P 500 i Nasdaq na minusie",https://www.pb.pl/dow-jones-srubuje-rekord-s-p-500-i-nasdaq-na-minusie-1137904,AAPL,pb.pl,"Indeks Dow Jones kontynuował we wtorek wzrostową serię i po raz kolejny osiągnął rekord zamknięcia. Na przeciwnym biegunie znalazły się indeksy S&P 500 i Nasdaq Composite, które były obciążone spadkami spółek technologicznych.",
0de2bd52-5c4d-47c8-af0e-683d00cf1d85,2022-01-04 18:42:17,Samsung likely to report best Q4 profit on solid chip demand By Reuters,https://www.investing.com/news/stock-market-news/samsung-likely-to-report-best-q4-profit-on-solid-chip-demand-2730571,MTE.DE,investing.com,Samsung likely to report best Q4 profit on solid chip demand,
7958e3fc-dc52-4844-b4c4-e98566c544f6,2022-01-05 17:39:51,Wall Street drops on 'hawkish' Fed minutes,https://www.marketscreener.com/quote/index/DJ-INDUSTRIAL-4945/news/Wall-Street-drops-on-hawkish-Fed-minutes-37475989/,AAPL,marketscreener.com,"The Dow shed its earlier gains Wednesday and the Nasdaq and S&P 500 extended their declines after investors digested the minutes of the last Federal Reserve meeting. The minutes signaled the... | January  5,  2022","DJ INDUSTRIAL stock exchange, news, information, press release, the, dow, shed, its, earlier, gains, wednesday, and, nasdaq, 500, extended, their, declines, after, investors, digested, minutes, of, last, federal, reserve, signaled | DJI | US2605661048"
6b7d0fe6-7b2b-448c-9c51-13ab0e5e0668,2022-01-05 17:44:37,"Stocks slump, Treasury yields rise on fear of a faster Fed pullback",https://www.theedgemarkets.com/article/stocks-slump-treasury-yields-rise-fear-faster-fed-pullback,APC.DE,theedgemarkets.com,BOSTON (Jan 6): U.S. stocks slid and Treasury yields jumped on Wednesday after meeting minutes released by the Federal Reserve indicated that it might not only raise interest rates sooner than expected but could also reduce its overall asset holdings to tame high inflation.,
de169675-0902-4671-8fbf-0d160d1789ce,2022-01-05 17:47:48,Wall Street fecha em baixa após ata da reunião da Reserva Federal,https://www.noticiasaominuto.com/economia/1905306/wall-street-fecha-em-baixa-aps-ata-da-reunio-da-reserva-federal,AAPL,noticiasaominuto.com,"A bolsa nova-iorquina encerrou hoje em baixa, com o índice tecnológico Nasdaq a apresentar mesmo uma desvalorização de 3,34%, na expectativa de um endurecimento da política monetária, depois da divulgação da ata de uma reunião da Reserva Federal (Fed).","noticias, nacional, internacional, economia, politica, desporto, fama, mundo, pais, futebol, tecnologia, cultura"
9391e721-df3d-49fd-abc1-c6ccf64c3ad6,2022-01-06 16:56:51,Warren Buffett’s Berkshire Hathaway Hits All Time High At $700 Billion Market Valuation,https://www.forbes.com/sites/sergeiklebnikov/2022/01/06/warren-buffetts-berkshire-hathaway-hits-all-time-high-at-700-billion-market-valuation/,BRKB.BA,forbes.com,"Berkshire’s stock sits near all-time highs, rising over 4% so far this week.","Warren Buffett, Berkshire Hathaway, Tesla, Apple, Amazon, Microsoft, Buffett net worth, Federal Reserve, growth stocks, economic recovery"
842618c6-49a6-4354-9a30-df55eb42333e,2022-01-06 17:39:53,Passive Index ETFs Stand Out After Active Funds Underperformed Again,https://www.etftrends.com/passive-index-etfs-stand-out-after-active-funds-underperformed-again/,AAPL,etftrends.com,The majority of actively managed large-cap funds continued their streak of underperforming the benchmark S&P 500.,
c130710f-0bae-4e57-a878-2220d1f89f3a,2022-01-06 17:56:44,5 Tech Stocks Most Bought by Gurus in the 3rd Quarter,https://www.gurufocus.com/news/1610967/5-tech-stocks-most-bought-by-gurus-in-the-3rd-quarter,AAPL.NE,gurufocus.com,GuruFocus Article or News written by James Li and the topic is about: Tech shares dip to start the new year,"GuruFocus, Article, News, James Li, Ken Fisher, Warren Buffett, INTC, MSFT, AAPL, CRM, ZM"
