ticker,source_ticker,sentiment,sentiment_score,news_id,time,article_url
INTC,INTC,positive,0.9447768926620483,7377ea685f9a89bd6ccaae3aa4635e5ffe01245e8634feefe5cc061747943d22,2024-10-30 09:45:00,https://www.fool.com/investing/2024/10/30/tsmc-just-scored-a-big-win-time-to-buy-the-stock/?source=iedfolrf0000001
INTC,INTC,positive,0.6639260053634644,9fd75f3f763b0ce73c4a20aa8eca75a71c02242b524864d6beb66b5c989eb1a1,2024-10-29 11:45:00,https://www.fool.com/investing/2024/10/29/intels-arrow-lake-isnt-a-game-changer/?source=iedfolrf0000001
INTC,INTC,negative,-0.9684070348739624,4fe36e1b97aaab0acff95403c29fffb7c75436de4197ec3852572c731fadde85,2024-10-29 08:25:00,https://www.fool.com/investing/2024/10/29/is-this-ai-stock-split-candidate-a-no-brainer-buy/?source=iedfolrf0000001
INTC,INTC,neutral,0.0,73b4269117fe7fd0fa590192ba9f9f02d679451ed01ba35fefe9436e3ae43f18,2024-10-28 13:12:33,https://www.fool.com/investing/2024/10/28/this-week-is-crucial-for-nvidia-stock-investors/?source=iedfolrf0000001
INTC,INTC,positive,0.9223910570144653,e387f63f600d05db3c69cc12f35a72b89b2f177980fc975afec97339a6f4237f,2024-10-28 09:45:00,https://www.fool.com/investing/2024/10/28/marjorie-taylor-greenes-stock-buying-blitz-continu/?source=iedfolrf0000001
INTC,INTC,negative,-0.9731860756874084,fef1ab236c788f5b4071df49d19867b99677e652501cf7490a6d788c820c01a7,2024-10-27 13:38:00,https://www.investing.com/analysis/1-stock-to-buy-1-stock-to-sell-this-week-meta-platforms-intel-200653459
INTC,INTC,negative,-0.441494345664978,467e79f3cde6deb46876313b9e8bd92c627893b73845ba12bb4d1c960211a94e,2024-10-27 09:24:00,https://www.fool.com/investing/2024/10/27/nvidia-investors-be-nervous-about-this-red-flag/?source=iedfolrf0000001
INTC,INTC,negative,-0.9677979946136475,8aa836bf8ba933a1f5c6dc1da4b39cf5f52912b4915f12c4efe657fa5845bf42,2024-10-26 08:51:00,https://www.fool.com/investing/2024/10/26/could-these-stocks-be-in-trouble-if-trump-wins-in/?source=iedfolrf0000001
INTC,INTC,positive,0.4348883756569454,94b21c28bc97af32c9639b97ec562fc148b8d35a051e5c4e2bf1417ba73447fc,2024-10-25 18:38:33,https://www.fool.com/investing/2024/10/25/intel-broadcom-taiwan-semiconductor-stocks-pop/?source=iedfolrf0000001
INTC,INTC,neutral,0.0,b300f14e68bdf6c9910a327d8cc08ed79a5695fb946c6ad4ea14db47e2fe119a,2024-10-25 15:17:00,https://www.fool.com/investing/2024/10/25/is-this-the-best-artificial-intelligence-ai-stock/?source=iedfolrf0000001
INTC,INTC,neutral,0.0,657abffe9ac4db5fccb30e2e19866f16bd7e1648bd9db90783f3073445ebcc55,2024-10-21 22:15:00,https://www.fool.com/investing/2024/10/21/could-taiwan-semiconductor-manufacturing-stock-hel/?source=iedfolrf0000001
INTC,INTC,neutral,0.0,f2aa8fd0f1462eb16b3bf38b0b02f5facf93e590154df018fdbc6a1f7c3b30fa,2024-10-21 15:51:00,https://www.fool.com/investing/2024/10/21/2-no-brainer-ai-stocks-to-buy/?source=iedfolrf0000001
INTC,INTC,neutral,0.0,9b558a5c26e3580e612dfb5396024c20b6b7350a59b2a1f618aa7815d9c3487a,2024-10-21 15:00:00,https://www.globenewswire.com/news-release/2024/10/21/2966338/0/en/ASUS-Announces-the-ExpertBook-P5-its-First-Copilot-PC-for-Work-is-Now-Available-in-Canada.html
INTC,INTC,negative,-0.9661639332771301,1e97674ddc081a8d8ed0fb0a3adf1c2f7f1099eacbd81f8fd7e078e21eec3109,2024-10-19 21:37:00,https://www.fool.com/investing/2024/10/19/down-34-this-ai-stock-looks-like-a-no-brainer-buy/?source=iedfolrf0000001
INTC,INTC,negative,-0.8608402013778687,91d476fa97e7b24af36792ea7074d969bf97c9a7605d58fd7b4a55698abb9407,2024-10-18 10:30:00,https://www.fool.com/investing/2024/10/18/asml-stock-plunges-on-guidance-is-it-time-to-buy-t/?source=iedfolrf0000001
INTC,INTC,negative,-0.9455965161323547,fc979bba6c60fc1e1a86d11c4ffe321d896e52239fbfa3f45d2d02e8223586f9,2024-10-16 22:35:19,https://www.fool.com/investing/2024/10/16/why-intel-stock-wilted-on-wednesday/?source=iedfolrf0000001
INTC,INTC,negative,-0.9690439105033875,96f41f37f97b50a4b4f36161c6c847a9c5162097175a8136282b18e9e86f79b3,2024-10-16 19:41:00,https://www.investing.com/analysis/intel-struggles-with-37-one-year-stock-decline-amid-layoffs-and-scrutiny-200653058
INTC,INTC,negative,-0.955163836479187,80be7311f98be3f497350f8a237dc339bd9e292b07f3f5aea3efbb420e8e6b14,2024-10-16 17:26:11,https://www.fool.com/investing/2024/10/16/why-asml-stock-was-sliding-again-today/?source=iedfolrf0000001
INTC,INTC,positive,0.10196252465248108,3bcbc1e182a3ae6f59be37e9e539bab1d1cee468a3a618823e374af2d8ded76d,2024-10-16 14:17:00,https://www.fool.com/investing/2024/10/16/better-semiconductor-stock-amd-vs-intel/?source=iedfolrf0000001
INTC,INTC,neutral,0.0,a56441d1f11b684bd7f4836963d8648ddf288fc290d7802547a944b80e006cc2,2024-10-16 14:15:00,https://www.fool.com/investing/2024/10/16/prediction-this-will-be-the-best-stock-in-the-dow/?source=iedfolrf0000001
INTC,INTC,negative,-0.9675737619400024,87d19b66a6c7c1c0acc75d50366acedb974e1b47adb2644b995a52745cea1676,2024-10-16 11:29:17,https://www.benzinga.com/news/earnings/24/10/41353878/us-stocks-could-open-narrowly-mixed-after-tuesdays-chip-sell-off-bitcoin-heads-to-68k-oil-slips
INTC,INTC,negative,-0.9745825529098511,d0956c0c4bec2625779d7daf6f1c6cd6b769fdf4d4dbfb6c0c7f0a223fcdf60b,2024-10-15 20:08:47,https://www.fool.com/investing/2024/10/15/why-intel-stock-was-sliding-today/?source=iedfolrf0000001
INTC,INTC,negative,-0.9005125880241394,50ba5134c98c4e4470d59b600a33fa2ad91ea2718188b720632ecf3a8b44bdd5,2024-10-15 09:20:00,https://www.fool.com/investing/2024/10/15/better-semiconductor-stock-intel-micron-technology/?source=iedfolrf0000001
INTC,INTC,neutral,0.0,c5ae35f516ceb7e447e2b173a5136936d36d6b049fb56929e8ca0acb38db68b2,2024-10-14 13:00:00,https://www.globenewswire.com/news-release/2024/10/14/2962572/0/en/Virtual-Production-Market-to-Cross-USD-10-35-Billion-by-2032-Driven-by-Innovations-in-Filmmaking-Technology-and-Demand-for-Real-time-Visual-Effects-S-S-Insider.html
INTC,INTC,neutral,0.0,41a3026ac54dc2514316f34f853b2157e1c9ed6ef9684c01ba9ebf879111de87,2024-10-14 13:00:00,https://www.globenewswire.com/news-release/2024/10/14/2962573/0/en/3nm-Process-Technology-for-Semiconductor-Market-to-Reach-USD-26-5-Billion-at-a-CAGR-of-38-68-by-2032-Research-by-S-S-Insider.html
INTC,INTC,positive,0.22369758039712906,72d6697f88bbb8eb9fbf1f0c366e55131de38e90fb0c7e7c4d975e787bba3008,2024-10-14 03:35:00,https://www.globenewswire.com/news-release/2024/10/14/2962309/0/en/Mavenir-Innovates-with-Intel-to-Integrate-AI-in-Mavenir-s-Commercial-Open-RAN-Software.html
INTC,INTC,neutral,0.0,bb09969d88f2a0d7e0de5041a245eaf598db8b4e211992c4297f48af7f3a53e5,2024-10-12 09:45:00,https://www.fool.com/investing/2024/10/12/huge-news-for-microsoft-stock-amd-stock-and-intel/?source=iedfolrf0000001
INTC,INTC,negative,-0.9752007722854614,b8e78ea0936e24cb975934ee6e0c175994a9499f442887125eb582b4b32afcff,2024-10-12 08:55:00,https://www.fool.com/investing/2024/10/12/should-you-buy-asml-stock-before-oct-16/?source=iedfolrf0000001
INTC,INTC,positive,0.9581385850906372,b7ad0ac1f679a7ec942d04ffb7221ec9f2ec622a64f70e3123689bdc740ede97,2024-10-11 17:52:12,https://www.benzinga.com/news/large-cap/24/10/41295844/logitech-merges-style-with-productivity-by-unveiling-pop-icon-keys
INTC,INTC,neutral,0.0,0fc43a17b9fd41ce6e20f8a9bec306f84719a7fdc5cba4149d82bd97202b2083,2024-10-11 13:00:00,https://www.globenewswire.com/news-release/2024/10/11/2962022/0/en/Accelerator-Card-Market-to-Reach-208-37-Billion-by-2032-Driven-by-Increasing-Demand-for-High-Performance-Computing-and-Machine-Learning-Applications-S-S-Insider.html
INTC,INTC,positive,0.12202314535776775,2caeae03294b3d7b67cd09d6a347b10dfc37b334840932ba49490175b410f5af,2024-10-11 08:30:00,https://www.fool.com/investing/2024/10/11/intels-new-pc-chips-solve-its-biggest-problem/?source=iedfolrf0000001
INTC,INTC,neutral,0.0,7444419fbdb436f255dfcf766c64a43b97f1cddbb4bbdab88d5827aa8adc0937,2024-10-10 15:59:00,https://www.globenewswire.com/news-release/2024/10/10/2961527/28124/en/Australia-Data-Center-Rack-Industry-Research-2023-2029.html
INTC,INTC,neutral,0.0,225a63db253aea60f058ef0a293739b35fc8da06feb1db1b70cf19fc2806ebc6,2024-10-10 15:00:00,https://www.globenewswire.com/news-release/2024/10/10/2961469/0/en/BOXX-Elevates-S-Class-Workstations-with-New-Intel-Core-Ultra-Processors.html
INTC,INTC,negative,-0.9694355130195618,4f5d6d0ac790d17afc0803aec5b42001ad07ef93db915e0b17a78852c4de2e23,2024-10-10 13:30:37,https://www.fool.com/investing/2024/10/10/how-much-is-intel-stock-really-worth/?source=iedfolrf0000001
INTC,INTC,neutral,0.0,e9ea6d1ad5337853875acade156f7f4813e8cbf2de752ce4e841fbf6da628923,2024-10-10 09:58:00,https://www.globenewswire.com/news-release/2024/10/10/2961095/28124/en/Multi-Mode-Chipsets-Industry-Report-2024-Total-Revenue-to-Reach-18-4-Billion-by-2030-with-Smartphone-Applications-Continuing-to-Dominate-Shares.html
