ticker,sentiment,sentiment_score,news_id,time,title,article_url
ORCL,positive,0.5972270965576172,4891ac29f535fa2a6aea62a07f5441ce6042ba9b6c77fec50e78b76d004d6025,2024-10-30 22:00:00,"The Hospitality Show Wraps Up with Key Insights on Increasing Revenue, Streamlining Operational Efficiency, and Innovating Sustainability Initiatives",https://www.globenewswire.com/news-release/2024/10/30/2972182/0/en/The-Hospitality-Show-Wraps-Up-with-Key-Insights-on-Increasing-Revenue-Streamlining-Operational-Efficiency-and-Innovating-Sustainability-Initiatives.html
ORCL,positive,0.7932413816452026,40f6f17a31ea6dce828171990cd72377669fa26cabd02b13726c8705315f28cf,2024-10-30 08:57:00,46% of Nvidia's Revenue Came From 4 Mystery Customers Last Quarter,https://www.fool.com/investing/2024/10/30/46-nvidia-revenue-came-from-4-mystery-customers/?source=iedfolrf0000001
ORCL,positive,0.9060306549072266,ac68640c4bd892c57b9769569b9021060c7803657044de59500abc6d3287ad44,2024-10-28 22:30:00,Is Oracle Stock a Buy Now?,https://www.fool.com/investing/2024/10/28/is-oracle-stock-a-buy-now/?source=iedfolrf0000001
ORCL,positive,0.8332947492599487,bd28d8f4272a761059988b0e21c0fff57e7688eb38abc9ce12932eeaa0167930,2024-10-25 09:02:00,"Meet the Unstoppable Stock That Could Join Apple, Nvidia, Microsoft, Alphabet, Amazon, Meta, and Taiwan Semiconductor in the $1 Trillion Club by 2030.",https://www.fool.com/investing/2024/10/25/meet-the-unstoppable-stock-that-could-join-apple-n/?source=iedfolrf0000001
ORCL,positive,0.9097089171409607,2a177c58e75ff4c51b954a57202aa16a499d530c78c52c346171aa5748f45ed8,2024-10-24 16:05:15,NTT DATA Japan Taps Oracle Alloy To Boost Sovereign Cloud Solutions: Details,https://www.benzinga.com/markets/equities/24/10/41523725/ntt-data-japan-taps-oracle-alloy-to-boost-sovereign-cloud-solutions-details
ORCL,positive,0.6875981688499451,fd64ce778ed2106c4d5af8fafb61401a609eedac1fcce7f4dda9f26d56216519,2024-10-24 09:35:00,Is Nvidia Stock a Buy Now?,https://www.fool.com/investing/2024/10/24/is-nvidia-stock-a-buy-now/?source=iedfolrf0000001
ORCL,positive,0.8848601579666138,a26f2da1ef0a842305b4957911a0fbf6a168430c498cb14a9b3d311afe22b9fc,2024-10-23 12:45:00,Global Cloud Storage Market Expected to Reach $234 Billion By 2028 as Tech Stocks Chase Big Opportunities in Big Data,https://www.globenewswire.com/news-release/2024/10/23/2967808/0/en/Global-Cloud-Storage-Market-Expected-to-Reach-234-Billion-By-2028-as-Tech-Stocks-Chase-Big-Opportunities-in-Big-Data.html
ORCL,neutral,0.0,77967c5dcd14e594e2c6b0b5fdd709dcdd5de3eae142195ba7e63f8e29eb0c97,2024-10-22 13:41:03,Nvidia Stock Investors Should Watch Microsoft's Massive GB200 Demand,https://www.fool.com/investing/2024/10/22/nvidia-stock-investors-should-watch-microsofts-mas/?source=iedfolrf0000001
ORCL,neutral,0.0,c07b51dad3c426e0af44b4bf88b0b67d93b1a74d55e4483b91f58da46f8833e9,2024-10-21 15:00:00,The Hospitality Show announces highlights and key sponsorships for 2024,https://www.globenewswire.com/news-release/2024/10/21/2966339/0/en/The-Hospitality-Show-announces-highlights-and-key-sponsorships-for-2024.html
ORCL,positive,0.7189422845840454,9ecf394750d5248bc9ebe342f76aa6f8eb7b94452ae5a61553b9cafdc3003db9,2024-10-21 06:44:00,"Integration Platform as a Service Market to reach $128.9 Bn by 2032, Says Global Market Insights Inc.",https://www.globenewswire.com/news-release/2024/10/21/2965904/0/en/Integration-Platform-as-a-Service-Market-to-reach-128-9-Bn-by-2032-Says-Global-Market-Insights-Inc.html
ORCL,positive,0.8760119676589966,849dd6b59e0c5d793189a653f0500f5818c85ef6e146156c54f4f3adb3422507,2024-10-19 07:50:00,2 Millionaire-Maker Artificial Intelligence (AI) Stocks,https://www.fool.com/investing/2024/10/19/2-millionaire-maker-artificial-intelligence-ai-sto/?source=iedfolrf0000001
ORCL,positive,0.8607470989227295,04ccdab743d7b672f74045992ffd88315148345a7870a34e3ec1bd731b904d7b,2024-10-18 13:00:00,Cloud ERP Market to Witness 12.6% CAGR by 2031 | SkyQuest Technology,https://www.globenewswire.com/news-release/2024/10/18/2965543/0/en/Cloud-ERP-Market-to-Witness-12-6-CAGR-by-2031-SkyQuest-Technology.html
ORCL,positive,0.9235885143280029,1f01e6bee0f7832fe38ffdb52aeca150fe1dd56638da971e09cc19c33c61a115,2024-10-18 08:12:00,1 Vanguard Index Fund to Buy to Beat the S&P 500 as the Artificial Intelligence (AI) Boom Unfolds,https://www.fool.com/investing/2024/10/18/vanguard-index-fund-to-buy-beat-sp-500-ai-boom/?source=iedfolrf0000001
ORCL,positive,0.8945233225822449,5dc78230c1f9f49bee92050b2e2fcac7158b2bf1581a988b92e7ad663bfe98f2,2024-10-17 08:52:00,"1 Vanguard ETF That's Turned $10,000 Into Over $28,000 in Just 5 Years",https://www.fool.com/investing/2024/10/17/1-vanguard-etf-thats-turned-10000-into-over-28000/?source=iedfolrf0000001
ORCL,positive,0.8954393267631531,2aa12a1bc8ee75909858e23689d3d50542a178edb5126eba0c40d9930b539736,2024-10-17 08:52:00,Nvidia Stock Has Soared Over 20% in 5 Weeks. Here's Why Wall Street Thinks It's Still a Buy.,https://www.fool.com/investing/2024/10/17/nvidia-stock-has-soared-over-20-in-5-weeks-heres-w/?source=iedfolrf0000001
ORCL,neutral,0.0,0169c8de04c1b717954228525c7e15eac7fe4ebff5380e3ba0a3b2c34a4d4053,2024-10-17 08:47:00,"Investing In Artificial Intelligence (AI) Stocks Can Be Risky, but Buying This Global X ETF Might Be a Great Way to Do It",https://www.fool.com/investing/2024/10/17/investing-in-artificial-intelligence-ai-stocks-can/?source=iedfolrf0000001
ORCL,positive,0.9265822768211365,2c67a707d513fda095c42216dc70e727555effa15bd00963ea70397c4bab114d,2024-10-15 10:00:00,The Eclipse Foundation Releases the 2024 Jakarta EE Developer Survey Report,https://www.globenewswire.com/news-release/2024/10/15/2962986/0/en/The-Eclipse-Foundation-Releases-the-2024-Jakarta-EE-Developer-Survey-Report.html
ORCL,positive,0.9535567760467529,ef9b4c3b08afce7ae30a97080f5e552f843eae3a3dba92017756e6cd13fddb87,2024-10-15 08:51:00,Prediction: 2 Unstoppable Stocks That Will Beat the S&P 500 Again in 2025,https://www.fool.com/investing/2024/10/15/prediction-2-stocks-will-beat-sp-500-again-2025/?source=iedfolrf0000001
ORCL,positive,0.8782133460044861,98939349b86936f0ca45bcc2630ea5d2c1a95d2d6714bba133850f123ceb6b56,2024-10-15 08:00:00,"IoT in Construction Market to record $46.3 Bn by 2032, Says Global Market Insights Inc.",https://www.globenewswire.com/news-release/2024/10/15/2962937/0/en/IoT-in-Construction-Market-to-record-46-3-Bn-by-2032-Says-Global-Market-Insights-Inc.html
ORCL,neutral,0.0,85ead28d46d717494105caef85dc38e1656e998b6bcf48e0d7caa2929f3518ad,2024-10-14 16:44:10,Oracle Streamlines Medical Claims Processing with Cloud-Based Solution,https://www.benzinga.com/markets/equities/24/10/41317667/oracle-streamlines-medical-claims-processing-with-cloud-based-solution
ORCL,positive,0.5908359289169312,17f45f02edf82d5fda1b0509b0c981eadb3b94a90ef6d3c4a1f8080130384438,2024-10-14 13:00:00,Smart Cities Market to Reach USD 3052.7 Billion by 2032 |The urgent need for sustainable urban solutions and technological advancements Drives the Market Growth | Research by SNS Insider,https://www.globenewswire.com/news-release/2024/10/14/2962566/0/en/Smart-Cities-Market-to-Reach-USD-3052-7-Billion-by-2032-The-urgent-need-for-sustainable-urban-solutions-and-technological-advancements-Drives-the-Market-Growth-Research-by-SNS-Insi.html
ORCL,negative,-0.5200954675674438,5a6bac75bfadcf0016095c13fff0fdf58e4b9c9a32a9361624dd33087461ce02,2024-10-13 18:15:00,Where Will Palantir Stock Be In 1 Year?,https://www.fool.com/investing/2024/10/13/where-will-palantir-stock-be-in-1-year/?source=iedfolrf0000001
ORCL,neutral,0.0,a38f476228f59fdc66f041ba093da3948db0d6c75be9cbecb71837bf6c0ade91,2024-10-13 15:20:00,Where Will NuScale Power Be in 5 Years?,https://www.fool.com/investing/2024/10/13/where-will-nuscale-power-be-in-5-years/?source=iedfolrf0000001
ORCL,positive,0.9425323605537415,145f8ea4abf8408f7cbecc2f1cfe8b90214fe6da98a939aa1e79410236289795,2024-10-12 13:45:00,Every AMD Stock Investor Should Keep an Eye on This Number,https://www.fool.com/investing/2024/10/12/every-amd-stock-investor-keep-eye-this-number/?source=iedfolrf0000001
ORCL,positive,0.898794412612915,c1c21741497eefb1dd027ee2f37a7028210996e5b700c2a78261279c9fa53289,2024-10-11 13:00:00,Quality Management Software Market to Reach USD 24.0 Billion by 2032 | Surge in Demand for Enhanced Quality Assurance Drive the Market Growth | Research by SNS Insider,https://www.globenewswire.com/news-release/2024/10/11/2962020/0/en/Quality-Management-Software-Market-to-Reach-USD-24-0-Billion-by-2032-Surge-in-Demand-for-Enhanced-Quality-Assurance-Drive-the-Market-Growth-Research-by-SNS-Insider.html
